App,Category,Rating,Reviews,Viewers,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Faring Siulator 14,FAILY,4.5,530854,51000000,10000000,Free,0,Everyone,Siulation;Action & Adventure,17-Jul-17,1.4.4,2.3.3 and up
Educational Gaes for Kids,FAILY,4.5,7050,24000000,1000000,Free,0,Everyone,Educational;Education,27-May-18,2,4.0 and up
No.Draw - Colors by Nuber 2018,FAILY,4.5,235906,13000000,10000000,Free,0,Everyone,Entertainent;Brain Gaes,29-Jul-18,1.2.0,4.1 and up
Fruit Boo,FAILY,4.4,17753,16000000,1000000,Free,0,Everyone,Casual;Brain Gaes,25-May-18,2.2.3172,4.0.3 and up
Baby Tiger Care - y Cute Virtual Pet Friend,FAILY,4.5,432,63000000,100000,Free,0,Everyone 10+,Educational;Education,27-Jul-18,1.0.89,4.4 and up
Strawberry Shortcake Ice Crea Island,FAILY,4.2,32029,15000000,5000000,Free,0,Everyone,Casual;Pretend Play,06-Nov-17,1.2,4.1 and up
Rhyth Patrol,FAILY,4.3,4207,26000000,100000,Free,0,Everyone,usic;usic & Video,23-Jul-18,2.180723,4.1 and up
Kiddopia - Preschool Learning Gaes,FAILY,4.5,64,81000000,10000,Free,0,Everyone,Educational;Education,18-Jul-18,1.1.2,5.0 and up
Toca ystery House,FAILY,4.2,96,79000000,5000,Paid,3.99,Everyone,Educational;Creativity,14-Jun-18,1.0.1,4.4 and up
Papuba Acadey - Fun Learning For Kids,FAILY,4.4,496,94000000,100000,Free,0,Everyone,Education;Education,11-Jul-18,1,4.2 and up
Super ABC! Learning gaes for kids! Preschool apps,FAILY,4.6,20267,46000000,1000000,Free,0,Everyone,Educational;Education,16-Jul-18,1.1.6.7,4.1 and up
Drawing for Kids Learning Gaes for Toddlers age 3,FAILY,4.6,29436,43000000,1000000,Free,0,Everyone,Educational;Education,21-Mar-18,2.0.5.0,4.1 and up
Baby Panda’s Juice Shop,FAILY,4.5,19230,45000000,5000000,Free,0,Everyone,Educational;Brain Gaes,12-Jul-18,8.25.10.01,4.0.3 and up
Dr. Panda Restaurant 3,FAILY,4.2,11126,91000000,1000000,Free,0,Everyone,Educational;Pretend Play,23-Mar-18,1.6.4,4.1 and up
LEGO® Friends: Heartlake Rush,FAILY,4.5,23671,91000000,1000000,Free,0,Everyone,Arcade;Pretend Play,31-Jul-18,1.2.0,4.1 and up
Baby ABC in box! Kids alphabet gaes for toddlers!,FAILY,4.6,9652,53000000,1000000,Free,0,Everyone,Educational;Education,16-Jul-18,2.0.7.4,4.1 and up
Henry Danger Crie Warp,FAILY,4.6,9626,28000000,1000000,Free,0,Everyone,Action;Action & Adventure,07-Feb-18,1.1,4.4 and up
Thoas & Friends: Race On!,FAILY,4.1,29319,26000000,5000000,Free,0,Everyone,Casual;Action & Adventure,18-May-18,2.4,4.4 and up
Super School: Educational Kids Gaes & Rhyes,FAILY,4.5,1791,56000000,500000,Free,0,Everyone,Education;Education,02-Jun-18,5.3.11,5.0 and up
Fruit Cube Blast,FAILY,4.6,9199,80000000,500000,Free,0,Everyone,Puzzle;Brain Gaes,03-Aug-18,1.2.7,4.1 and up
Toddler Kids Puzzles PUZZINGO,FAILY,4.6,14014,60000000,1000000,Free,0,Everyone,Education;Education,06-Jul-18,7.32,4.0.3 and up
Intellijoy Early Learning Acadey,FAILY,4.3,160,67000000,50000,Free,0,Everyone,Education;Education,18-Jun-18,3.4.0,Varies with device
Dr. Panda Town: Vacation,FAILY,3.8,10366,78000000,1000000,Free,0,Everyone,Education;Pretend Play,24-Jul-18,1.2.1,4.1 and up
Leo and Tig,FAILY,4.5,47644,27000000,1000000,Free,0,Everyone,Adventure;Action & Adventure,31-May-18,10.18053,4.0.3 and up
Fuzzy Seasons: Anial Forest,FAILY,4.8,12137,63000000,100000,Free,0,Everyone 10+,Siulation;Pretend Play,06-Aug-18,149,4.1 and up
ontessori Preschool,FAILY,3.9,237,26000000,100000,Free,0,Everyone,Education;Education,12-Jul-18,1.7.2,4.1 and up
Kids Corner: Interactive Tales and Gaes for kids,FAILY,4.5,6404,46000000,500000,Free,0,Everyone,Educational;Brain Gaes,16-Jul-18,1.8.3,4.1 and up
Cutie Cubies,FAILY,4.4,6356,83000000,500000,Free,0,Everyone,Puzzle;Creativity,04-Jul-18,1.180702,4.1 and up
y Little Princess : Stores,FAILY,4.3,169,60000000,5000,Paid,2.99,Everyone,Educational;Pretend Play,25-May-18,1.08,4.1 and up
Sago ini Big City,FAILY,4.2,8,44000000,1000,Paid,3.99,Everyone,Education;Pretend Play,09-Jul-18,1.1,4.4 and up
Pinkalicious Party,FAILY,3,2,82000000,500,Paid,2.99,Everyone,Educational;Creativity,25-Jun-18,1.5.0,4.1 and up
ROBLOX,FAILY,4.5,4450855,67000000,100000000,Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up
PJ asks: oonlight Heroes,FAILY,4.4,86961,99000000,10000000,Free,0,Everyone,Casual;Action & Adventure,05-Jun-18,2.0.1,4.0.3 and up
Dog Run - Pet Dog Siulator,FAILY,4.7,48701,24000000,10000000,Free,0,Everyone,Siulation;Action & Adventure,22-May-18,1.4.12,4.1 and up
oana Island Life,FAILY,4.1,15246,78000000,1000000,Free,0,Everyone,Siulation;Action & Adventure,12-Jul-17,3.2.473.202,4.0 and up
Faring Siulator 14,FAILY,4.5,530904,51000000,10000000,Free,0,Everyone,Siulation;Action & Adventure,17-Jul-17,1.4.4,2.3.3 and up
y Oasis - Caling and Relaxing Idle Clicker Gae,FAILY,4.6,106750,94000000,1000000,Free,0,Everyone,Siulation;Action & Adventure,29-Jun-18,1.221,4.1 and up
y Little Pony Rainbow Runners,FAILY,4.3,33785,16000000,5000000,Free,0,Everyone,Casual;Action & Adventure,20-Dec-17,1.3,4.1 and up
Extree Racing 2 - Real driving RC cars gae!,FAILY,4.3,4207,93000000,500000,Free,0,Everyone,Racing;Action & Adventure,31-Aug-17,1.1.9,4.1 and up
Cars: Lightning League,FAILY,4.5,58795,77000000,10000000,Free,0,Everyone,Racing;Action & Adventure,21-May-18,1.6,4.0.3 and up
Little Panda Run,FAILY,4.2,3235,32000000,1000000,Free,0,Everyone,Educational;Action & Adventure,20-Jun-18,8.25.10.00,4.0.3 and up
Snoopy's Town Tale - City Building Siulator,FAILY,4.2,47031,58000000,1000000,Free,0,Everyone,Siulation;Action & Adventure,30-Jul-18,3.2.4,4.4 and up
Car Racing gae for Kids - Beepzz Dogs 🐕,FAILY,4.4,131,48000000,100000,Free,0,Everyone,Racing;Action & Adventure,13-Jun-18,1.1.1,4.2 and up
Pony Friends 🦄 - Beepzz racing gae for kids,FAILY,4.5,114,69000000,50000,Free,0,Everyone,Racing;Action & Adventure,13-Jun-18,1.4.3,4.2 and up
LEGO® Juniors Create & Cruise,FAILY,4.1,673203,73000000,50000000,Free,0,Everyone,Educational;Action & Adventure,19-Jan-18,6.7.5222,4.1 and up
Xtree Racing 2018 - Jeep & 4x4 off road siulator,FAILY,4.2,2178,99000000,500000,Free,0,Everyone,Racing;Action & Adventure,23-Aug-17,1.0.8,4.1 and up
Thoas & Friends: Go Go Thoas,FAILY,4.1,175625,16000000,10000000,Free,0,Everyone,Racing;Action & Adventure,22-Nov-17,1.4,4.1 and up
Ninja Dash - Ronin Jup RPG,FAILY,4.7,8508,54000000,500000,Free,0,Everyone 10+,Arcade;Action & Adventure,02-Aug-18,1.1.23,4.0.3 and up
Paw Patrol by ShuffleCards,FAILY,4.3,3484,56000000,1000000,Free,0,Everyone,Entertainent;Action & Adventure,07-Mar-17,1.0.1,4.0 and up
Plants vs. Zobies™ Heroes,FAILY,4.4,379415,68000000,10000000,Free,0,Everyone,Casual;Action & Adventure,26-Jun-18,1.28.01,4.1 and up
Transforers Rescue Bots: Disaster Dash,FAILY,4.4,19245,25000000,1000000,Free,0,Everyone,Casual;Action & Adventure,28-Mar-18,1.3,4.1 and up
cqueen Coloring pages,FAILY,NaN,65,7000000,100000,Free,0,Everyone,Art & Design;Action & Adventure,07-Mar-18,1.0.0,4.1 and up
PAC-AN Pop,FAILY,4.3,24877,54000000,5000000,Free,0,Everyone,Puzzle;Action & Adventure,20-Jun-18,2.1.6579,4.1 and up
onster Truck Driver & Racing,FAILY,4.4,765,51000000,1000000,Free,0,Everyone,Education;Action & Adventure,19-Jan-17,1.0.9,2.3 and up
Strawberry Shortcake BerryRush,FAILY,4.3,525552,48000000,10000000,Free,0,Everyone,Action;Action & Adventure,15-Oct-17,1.2.3,2.3 and up
Little Fire Station,FAILY,4.2,3762,44000000,1000000,Free,0,Everyone,Education;Action & Adventure,02-Jul-18,1.47,4.3 and up
Ice Crea Jup,FAILY,4.2,141363,8700000,10000000,Free,0,Everyone,Casual;Action & Adventure,21-Jan-18,1.20.2,2.3 and up
Disney agic Kingdos: Build Your Own agical Park,FAILY,4.3,472584,91000000,10000000,Free,0,Everyone,Siulation;Action & Adventure,02-Aug-18,3.2.0h,4.0.3 and up
Turbo FAST,FAILY,4.3,1329192,97000000,50000000,Free,0,Everyone,Racing;Action & Adventure,04-Oct-17,2.1.20,2.3.3 and up
y Little Pony: Harony Quest,FAILY,4.1,148295,26000000,10000000,Free,0,Everyone,Casual;Action & Adventure,05-Mar-18,1.6,4.1 and up
Transforers Rescue Bots: Hero Adventures,FAILY,4.2,41273,16000000,5000000,Free,0,Everyone,Adventure;Action & Adventure,05-Jul-18,1.5,4.1 and up
Equestria Girls,FAILY,4.3,392596,53000000,10000000,Free,0,Everyone,Role Playing;Action & Adventure,22-Jul-16,37893,4.0 and up
DC Super Hero Girls™,FAILY,4.3,43060,95000000,5000000,Free,0,Everyone,Action;Action & Adventure,29-Jun-18,2.8.0,4.0 and up
Disney Crossy Road,FAILY,4.5,514088,83000000,10000000,Free,0,Everyone,Arcade;Action & Adventure,30-May-18,3.200.18289,4.4 and up
Touch Racing 2 - ini RC Race,FAILY,4.1,41867,78000000,1000000,Free,0,Everyone,Racing;Action & Adventure,18-May-17,1.4.2.1,2.3.3 and up
Toca Kitchen 2,FAILY,4.5,1014846,56000000,50000000,Free,0,Everyone,Educational;Pretend Play,29-Jun-17,1.2.3-play,4.1 and up
Doctor Pets,FAILY,4.2,23060,21000000,1000000,Free,0,Everyone,Educational;Education,26-Jul-18,1.19,4.1 and up
Superarket – Gae for Kids,FAILY,4.4,112080,26000000,10000000,Free,0,Everyone,Casual;Pretend Play,26-Jul-18,1.24,4.1 and up
Superarket anager: Cashier Siulator Kids Gaes,FAILY,4,15489,60000000,1000000,Free,0,Everyone,Casual;Pretend Play,11-Oct-17,2.4.9,4.0 and up
Kids Anials Jigsaw Puzzles 😄,FAILY,4.1,51895,22000000,10000000,Free,0,Everyone,Educational;Brain Gaes,16-Jun-18,18.1,4.2 and up
DC Super Hero Girls™,FAILY,4.3,43060,95000000,5000000,Free,0,Everyone,Action;Action & Adventure,29-Jun-18,2.8.0,4.0 and up
Strawberry Shortcake BerryRush,FAILY,4.3,525552,48000000,10000000,Free,0,Everyone,Action;Action & Adventure,15-Oct-17,1.2.3,2.3 and up
Inside Out Thought Bubbles,FAILY,4.4,623398,58000000,10000000,Free,0,Everyone,Puzzle;Brain Gaes,31-Aug-17,1.22.0,4.0.3 and up
Disney agic Kingdos: Build Your Own agical Park,FAILY,4.3,472584,91000000,10000000,Free,0,Everyone,Siulation;Action & Adventure,02-Aug-18,3.2.0h,4.0.3 and up
onster High™,FAILY,4.1,66661,22000000,5000000,Free,0,Everyone,Casual;Pretend Play,02-Feb-18,5.2,4.1 and up
Cute Pet Puppies,FAILY,4,10447,36000000,1000000,Free,0,Everyone,Siulation;Action & Adventure,18-Feb-16,1.0.4,2.3 and up
Frozen Free Fall,FAILY,4.3,1574197,37000000,50000000,Free,0,Everyone,Puzzle;Action & Adventure,27-Jul-18,6.7.0,4.2 and up
onster High™ inis ania,FAILY,4.6,19170,70000000,1000000,Free,0,Everyone,Strategy;Action & Adventure,15-Mar-17,1.4.2,4.0.3 and up
Shopkins World!,FAILY,4.3,169609,34000000,10000000,Free,0,Everyone,Arcade;Action & Adventure,13-Jun-18,3.6.1,4.1 and up
onica Toy TV,FAILY,4.7,6188,49000000,500000,Free,0,Everyone 10+,Entertainent;usic & Video,03-Apr-18,1.6.4,4.1 and up
Toy Guitar with songs for kids,FAILY,4.3,1369,9800000,500000,Free,0,Everyone,usic & Audio;usic & Video,05-Mar-16,1.0.3,2.3 and up
Endless Nubers,FAILY,4.4,2952,37000000,500000,Free,0,Everyone,Education;Education,19-Jun-18,1.2.0,5.1 and up
Sworkit Kids - Fitness eets Fun,FAILY,4.7,9856,55000000,100000,Free,0,Everyone,Health & Fitness;Education,02-Feb-16,1.1.1,4.0 and up
Earth to Luna! Watch and Play,FAILY,3.9,10753,84000000,1000000,Free,0,Everyone,Educational;Education,23-Jul-18,2.5.6,4.1 and up
Nancy Drew Codes and Clues,FAILY,4.1,154,16000000,10000,Free,0,Everyone,Educational;Education,13-Jan-17,2.0.0,4.1 and up
asha and the Bear Child Gaes,FAILY,4.1,288523,92000000,10000000,Free,0,Everyone,Adventure;Education,08-May-18,2.7.4,4.0 and up
codeSpark Acadey & The Foos,FAILY,4.1,4522,57000000,500000,Free,0,Everyone,Educational;Education,21-Jun-18,2.19.01,4.1 and up
Toca Life: City,FAILY,4.7,31100,24000000,500000,Paid,3.99,Everyone,Education;Pretend Play,06-Jul-18,1.5-play,4.4 and up
LEGO® Friends,FAILY,4.4,854,6900000,10000,Paid,4.99,Everyone,Casual;Pretend Play,01-Dec-15,Varies with device,4.0.3 and up
y Little Work – Garage,FAILY,4.3,560,44000000,10000,Paid,3.99,Everyone,Casual;Education,17-Jun-15,2.0.1,2.3 and up
"Alizay, pirate girl",FAILY,4.5,197,11000000,1000,Paid,2.99,Everyone,Casual;Action & Adventure,23-Mar-17,4.0.2,2.3 and up
Word Search Gaes in english,FAILY,4.3,63186,16000000,10000000,Free,0,Everyone,Puzzle;Brain Gaes,12-Jul-18,7.5,4.0.3 and up
Chess Free,FAILY,4.3,23772,17000000,5000000,Free,0,Everyone,Board;Brain Gaes,02-Aug-17,1.15.3028.0,2.3 and up
Tic Tac Toe,FAILY,4.1,6007,18000000,1000000,Free,0,Everyone,Board;Action & Adventure,03-Jul-17,1.6.3028.0,2.3 and up
Doinos Gae ✔️,FAILY,4.1,2903,16000000,1000000,Free,0,Everyone,Board;Brain Gaes,05-Jul-18,5.2,4.1 and up
Checkers ✔️,FAILY,4.1,3617,19000000,1000000,Free,0,Everyone,Board;Brain Gaes,24-Jul-18,4.0.2,4.1 and up
Crazy Colors: Bubbles atching,FAILY,4.6,3063,1600000,100000,Free,0,Everyone,Board;Brain Gaes,24-May-18,2.9.7,3.0 and up
Chess for Kids - Play & Learn,FAILY,4.1,3234,47000000,100000,Free,0,Everyone,Puzzle;Brain Gaes,15-May-18,2.2.3,4.1 and up
Block Puzzle : Night in Egypt,FAILY,4.4,276,16000000,50000,Free,0,Everyone,Puzzle;Brain Gaes,12-Sep-17,1.2.16,2.3 and up
osaic puzzles,FAILY,4.4,1595,14000000,500000,Free,0,Everyone,Puzzle;Brain Gaes,04-Jul-18,2.8,4.0.3 and up
RISK: Global Doination,FAILY,4,68559,75000000,5000000,Free,0,Everyone,Board;Action & Adventure,31-Jul-18,1.19.56.434,4.4 and up
Pino chess,FAILY,4.8,61,25000000,1000,Free,0,Everyone,Casual;Brain Gaes,26-Jan-17,0.1.0,4.0 and up
Chess PRO Free,FAILY,3.8,1123,5700000,100000,Free,0,Everyone,Board;Brain Gaes,08-Sep-16,4.2,2.3 and up
All-in-One ahjong 3 FREE,FAILY,4.5,566,17000000,50000,Free,0,Everyone,Board;Brain Gaes,13-Jun-18,20180609,4.0 and up
Hactar Go,FAILY,4.8,97,3500000,1000,Paid,2.99,Everyone,Board;Brain Gaes,30-Mar-18,2.4.15,4.0 and up
All-in-One ahjong 3,FAILY,4.4,38,16000000,100,Paid,0.99,Everyone,Board;Brain Gaes,14-Jun-18,20180609,4.0 and up
World Racers faily board gae,FAILY,4.8,4,42000000,100,Paid,0.99,Everyone,Board;Pretend Play,03-Sep-15,1.1,5.1 and up
SweetLand — Faily Board Gae,FAILY,4.2,38,47000000,1000,Paid,0.99,Everyone,Casual;Pretend Play,14-Nov-14,1.2,2.3.3 and up
Stea: Rails to Riches,FAILY,4.2,214,67000000,5000,Paid,4.99,Everyone,Board;Brain Gaes,13-Dec-17,3.3.1,4.1 and up
Whoowasit? - Best kids gae!,FAILY,4,248,26000000,5000,Paid,2.99,Everyone,Board;Action & Adventure,24-Jul-18,1.6,4.1 and up
Lanterns: The Harvest Festival,FAILY,4.7,185,72000000,1000,Paid,4.99,Everyone,Board;Brain Gaes,01-May-18,1.16.5,4.1 and up
Tsuro - The Gae of the Path,FAILY,4.7,2195,37000000,10000,Paid,2.99,Everyone,Board;Brain Gaes,02-Aug-16,1.3.3,2.3 and up
THE aAZEing Labyrinth,FAILY,3.9,1615,1200000,10000,Paid,4.99,Everyone,Board;Brain Gaes,09-Feb-16,1.0.3,4.0 and up
Chess and ate,FAILY,4.5,359,17000000,5000,Paid,4.99,Everyone,Board;Brain Gaes,12-Aug-15,2.0.5,2.3 and up
Kids Balloon Pop Gae Free 🎈,FAILY,4.1,38021,19000000,10000000,Free,0,Everyone,Casual;usic & Video,06-Jul-18,18.2,4.0.3 and up
Sounds for Toddlers FREE,FAILY,4.4,6190,23000000,1000000,Free,0,Everyone,Educational;Education,24-Aug-15,1.7.1,4.0 and up
Elo Calls by Sesae Street,FAILY,3.9,6903,25000000,1000000,Free,0,Everyone,Educational;Pretend Play,31-Jan-18,2.0.7,2.3 and up
Sago ini Friends,FAILY,4.4,13155,83000000,1000000,Free,0,Everyone,Education;Pretend Play,16-Jun-16,1.3,4.0.3 and up
Papuba Acadey - Fun Learning For Kids,FAILY,4.4,496,94000000,100000,Free,0,Everyone,Education;Education,11-Jul-18,1,4.2 and up
Tee and o Bath Tie Free,FAILY,3.6,418,97000000,100000,Free,0,Everyone,Educational;Education,07-Nov-16,1.0.3,4.0.3 and up
Bita and the Anials - Pelos Ares,FAILY,4.4,1160,37000000,100000,Free,0,Everyone,Education;usic & Video,22-May-13,1,2.2 and up
TO-FU Oh!SUSHI,FAILY,4.1,59917,92000000,5000000,Free,0,Everyone,Education;Pretend Play,31-Jul-18,2.3,4.4 and up
DreaWorks Friends,FAILY,3.6,1042,48000000,100000,Free,0,Everyone,Role Playing;Pretend Play,04-Aug-17,2.5,4.3 and up
Avokiddo Eotions,FAILY,4.6,73,12000000,1000,Paid,2.99,Everyone,Education;Pretend Play,21-May-18,1.7.0,4.0.3 and up
Nighty Night Circus,FAILY,4.3,382,15000000,10000,Paid,2.99,Everyone,Education;Action & Adventure,07-Mar-17,2.6,2.3 and up
Sago ini Babies,FAILY,4.5,253,83000000,10000,Paid,3.99,Everyone,Education;Pretend Play,28-Oct-16,1.1,4.0.3 and up
Dr. Panda & Toto's Treehouse,FAILY,4.4,3396,9500000,50000,Paid,3.99,Everyone,Casual;Pretend Play,09-Dec-14,1.8,4.0 and up
Kids Balloon Pop Gae Free 🎈,FAILY,4.1,38021,19000000,10000000,Free,0,Everyone,Casual;usic & Video,06-Jul-18,18.2,4.0.3 and up
Sounds for Toddlers FREE,FAILY,4.4,6190,23000000,1000000,Free,0,Everyone,Educational;Education,24-Aug-15,1.7.1,4.0 and up
Elo Calls by Sesae Street,FAILY,3.9,6903,25000000,1000000,Free,0,Everyone,Educational;Pretend Play,31-Jan-18,2.0.7,2.3 and up
Sago ini Friends,FAILY,4.4,13155,83000000,1000000,Free,0,Everyone,Education;Pretend Play,16-Jun-16,1.3,4.0.3 and up
Papuba Acadey - Fun Learning For Kids,FAILY,4.4,496,94000000,100000,Free,0,Everyone,Education;Education,11-Jul-18,1,4.2 and up
Tee and o Bath Tie Free,FAILY,3.6,418,97000000,100000,Free,0,Everyone,Educational;Education,07-Nov-16,1.0.3,4.0.3 and up
Bita and the Anials - Pelos Ares,FAILY,4.4,1160,37000000,100000,Free,0,Everyone,Education;usic & Video,22-May-13,1,2.2 and up
TO-FU Oh!SUSHI,FAILY,4.1,59917,92000000,5000000,Free,0,Everyone,Education;Pretend Play,31-Jul-18,2.3,4.4 and up
DreaWorks Friends,FAILY,3.6,1042,48000000,100000,Free,0,Everyone,Role Playing;Pretend Play,04-Aug-17,2.5,4.3 and up
Avokiddo Eotions,FAILY,4.6,73,12000000,1000,Paid,2.99,Everyone,Education;Pretend Play,21-May-18,1.7.0,4.0.3 and up
Nighty Night Circus,FAILY,4.3,382,15000000,10000,Paid,2.99,Everyone,Education;Action & Adventure,07-Mar-17,2.6,2.3 and up
Sago ini Babies,FAILY,4.5,253,83000000,10000,Paid,3.99,Everyone,Education;Pretend Play,28-Oct-16,1.1,4.0.3 and up
Dr. Panda & Toto's Treehouse,FAILY,4.4,3396,9500000,50000,Paid,3.99,Everyone,Casual;Pretend Play,09-Dec-14,1.8,4.0 and up
ROBLOX,FAILY,4.5,4450890,67000000,100000000,Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up
Barbie Life™,FAILY,3.9,133117,63000000,5000000,Free,0,Everyone,Casual;Pretend Play,12-Jul-18,2.6,4.1 and up
Baby Panda Care,FAILY,4.2,108795,49000000,10000000,Free,0,Everyone,Educational;Pretend Play,15-Jun-18,8.25.10.00,4.0.3 and up
Palace Pets in Whisker Haven,FAILY,4.1,47213,14000000,5000000,Free,0,Everyone,Entertainent;Pretend Play,09-Dec-17,1.8,4.2 and up
Sweet Baby Girl - Drea House and Play Tie,FAILY,3.9,95537,58000000,10000000,Free,0,Everyone,Educational;Education,13-Jul-18,2.2.54,4.4 and up
onster High™,FAILY,4.1,66660,22000000,5000000,Free,0,Everyone,Casual;Pretend Play,02-Feb-18,5.2,4.1 and up
Hello Kitty Lunchbox,FAILY,4.2,51838,15000000,5000000,Free,0,Everyone,Casual;Creativity,21-Nov-17,1.6,4.1 and up
Sweet Baby Girl Newborn Baby,FAILY,3.8,36028,50000000,5000000,Free,0,Everyone,Educational;Education,02-Jul-18,1.3.51,4.4 and up
COOKING AA Let's Cook!,FAILY,4.3,528745,59000000,10000000,Free,0,Everyone,Educational;Pretend Play,26-Jul-18,1.38.0,4.1 and up
Shopkins World!,FAILY,4.3,169609,34000000,10000000,Free,0,Everyone,Arcade;Action & Adventure,13-Jun-18,3.6.1,4.1 and up
Ever After High™ Chared Style,FAILY,3.9,44062,54000000,1000000,Free,0,Everyone,Casual;Pretend Play,30-Dec-16,1.3,4.0.3 and up
Equestria Girls,FAILY,4.3,392596,53000000,10000000,Free,0,Everyone,Role Playing;Action & Adventure,22-Jul-16,37893,4.0 and up
Frozen Free Fall,FAILY,4.3,1574204,37000000,50000000,Free,0,Everyone,Puzzle;Action & Adventure,27-Jul-18,6.7.0,4.2 and up
Nick,FAILY,4.2,123322,25000000,10000000,Free,0,Everyone 10+,Entertainent;usic & Video,24-Jan-18,2.0.8,4.4 and up
Thoas & Friends: Race On!,FAILY,4.1,29319,26000000,5000000,Free,0,Everyone,Casual;Action & Adventure,18-May-18,2.4,4.4 and up
ad Libs,FAILY,4,8126,61000000,1000000,Free,0,Everyone,Entertainent;Brain Gaes,31-Jul-18,1.1.1,6.0 and up
Inside Out Thought Bubbles,FAILY,4.4,623398,58000000,10000000,Free,0,Everyone,Puzzle;Brain Gaes,31-Aug-17,1.22.0,4.0.3 and up
ABCouse.co,FAILY,4.3,50887,91000000,5000000,Free,0,Everyone,Education;Education,03-Jul-18,7.2.0,4.4 and up
y Little Pony Celebration,FAILY,4.3,63160,17000000,1000000,Free,0,Everyone,Siulation;Pretend Play,22-Jul-16,1.0.0,2.3 and up
Sago ini Friends,FAILY,4.4,13155,83000000,1000000,Free,0,Everyone,Education;Pretend Play,16-Jun-16,1.3,4.0.3 and up
Thoas & Friends: Delivery,FAILY,4.2,28737,17000000,1000000,Free,0,Everyone,Casual;Action & Adventure,05-Feb-16,1,2.3 and up
Nasty Goats,FAILY,4.3,45579,64000000,1000000,Free,0,Everyone,Arcade;Action & Adventure,14-Apr-16,1.1.0,4.0 and up
Starfall Free & eber,FAILY,4.2,19720,41000000,1000000,Free,0,Everyone,Education;Education,07-Nov-17,1.35.23,4.0 and up
Anial Ja - Play Wild!,FAILY,4.6,361970,58000000,5000000,Free,0,Everyone,Casual;Pretend Play,02-Aug-18,28.0.14,4.1 and up
Video Editor,FAILY,4.1,159619,23000000,5000000,Free,0,Everyone,Video Players & Editors;Creativity,17-Jul-18,6.14.091,4.3 and up
Real Racing 3,FAILY,4.5,354384,71000000,10000000,Free,0,Everyone,Racing;Action & Adventure,02-Jul-18,6.4.0,4.1 and up
Card Wars - Adventure Tie,FAILY,4.3,129603,23000000,1000000,Paid,2.99,Everyone 10+,Card;Action & Adventure,11-Feb-16,1.11.0,2.3.3 and up
onash Uni Low FODAP Diet,EDICAL,4.2,1135,12000000,100000,Paid,9,Everyone,edical,16-Jul-18,2.0.7,4.0 and up
iBP Blood Pressure,EDICAL,4.4,578,70400000,10000,Paid,0.99,Everyone,edical,30-Nov-14,7.0.1,2.2 and up
Pedi STAT,EDICAL,4.6,129,2900000,10000,Paid,5.49,Everyone,edical,06-Apr-18,3.0.1.0,4.1 and up
ASCCP obile,EDICAL,4.5,63,25000000,10000,Paid,9.99,Everyone,edical,03-Oct-16,2.1.1,2.2 and up
Paraedic Protocol Provider,EDICAL,4.5,171,20000000,10000,Paid,10,Everyone 10+,edical,21-Sep-17,1.8.3,4.1 and up
oyeds,EDICAL,3.2,45,21000000,5000,Paid,3.99,Everyone,edical,15-Nov-17,2.0.1,6.0 and up
edical ID - In Case of Eergency (ICE),EDICAL,4.6,717,5400000,5000,Paid,5.99,Everyone,edical,31-May-18,6.5.0,5.0 and up
Huan Anatoy Atlas 2018: Coplete 3D Huan Body,EDICAL,4.5,2921,25000000,100000,Paid,24.99,Everyone,edical,25-May-18,2018.5.47,5.0 and up
Essential Anatoy 3,EDICAL,4.1,1533,42000000,50000,Paid,11.99,Mature 17+,edical,07-Aug-14,1.1.3,4.0.3 and up
Vargo Anesthesia ega App,EDICAL,4.6,92,32000000,1000,Paid,79.99,Everyone,edical,18-Jun-18,19,4.0.3 and up
ET Review Plus,EDICAL,4.5,199,1800000,10000,Paid,11.99,Everyone,edical,27-Jun-18,3.0.5,4.4W and up
uscle Trigger Point Anatoy,EDICAL,4.4,1361,33000000,50000,Paid,2.99,Everyone,edical,17-Jul-18,2.4.4,4.0.3 and up
2017 ERA Antibiotic Guide,EDICAL,4.4,12,3800000,1000,Paid,16.99,Everyone,edical,27-Jan-17,1.0.5,4.0.3 and up
ASRA Coags,EDICAL,4.4,15,5800000,1000,Paid,3.99,Everyone,edical,01-Aug-18,2.1,4.1 and up
IB icroedex Drug Info,EDICAL,3.8,206,9500000,10000,Paid,2.99,Everyone,edical,25-Apr-18,1.17.0,4.0 and up
Diabetes & Diet Tracker,EDICAL,4.6,395,19000000,1000,Paid,9.99,Everyone,edical,16-Jul-18,6.5.1,5.0 and up
Block Buddy,EDICAL,4,15,5000000,1000,Paid,14.99,Everyone,edical,01-Aug-18,7.6.14,4.0 and up
